strike,bid,ask,lastPrice,impliedVolatility,spot,T,expiry
500.0,268.63,271.91,262.91,0.559574716796875,770.1900024414062,0.0684931506849315,2026-10-02
505.0,263.64,266.92,257.92,0.5546919531250001,770.1900024414062,0.0684931506849315,2026-10-02
510.0,258.65,261.93,252.94,0.5488326367187502,770.1900024414062,0.0684931506849315,2026-10-02
515.0,253.66,256.94,247.95,0.5419967675781252,770.1900024414062,0.0684931506849315,2026-10-02
520.0,248.67,251.94,250.77,0.532231240234375,770.1900024414062,0.0684931506849315,2026-10-02
590.0,178.8,182.08,174.38,0.563602996826172,770.1900024414062,0.0684931506849315,2026-10-02
595.0,173.82,177.1,173.73,0.5498091894531252,770.1900024414062,0.0684931506849315,2026-10-02
610.0,158.86,162.14,153.23,0.5076953527832031,770.1900024414062,0.0684931506849315,2026-10-02
620.0,148.89,152.17,147.25,0.47986359985351557,770.1900024414062,0.0684931506849315,2026-10-02
625.0,143.91,147.19,145.86,0.46631393066406257,770.1900024414062,0.0684931506849315,2026-10-02
630.0,138.93,142.21,137.55,0.452703226928711,770.1900024414062,0.0684931506849315,2026-10-02
635.0,133.95,137.23,135.0,0.4390925231933594,770.1900024414062,0.0684931506849315,2026-10-02
650.0,119.03,122.31,118.76,0.3991759301757813,770.1900024414062,0.0684931506849315,2026-10-02
655.0,114.06,117.34,110.2,0.3859314337158203,770.1900024414062,0.0684931506849315,2026-10-02
660.0,109.09,112.37,103.02,0.3726869372558594,770.1900024414062,0.0684931506849315,2026-10-02
665.0,104.12,107.4,106.47,0.35938140625,770.1900024414062,0.0684931506849315,2026-10-02
670.0,99.16,102.44,101.48,0.34632001342773433,770.1900024414062,0.0684931506849315,2026-10-02
675.0,94.2,97.48,96.69,0.3332586206054688,770.1900024414062,0.0684931506849315,2026-10-02
680.0,89.25,92.52,83.34,0.3200751586914062,770.1900024414062,0.0684931506849315,2026-10-02
685.0,84.3,87.58,86.6,0.3074410076904296,770.1900024414062,0.0684931506849315,2026-10-02
690.0,79.36,82.64,82.16,0.2946237530517578,770.1900024414062,0.0684931506849315,2026-10-02
695.0,74.43,77.71,75.42,0.2819285675048828,770.1900024414062,0.0684931506849315,2026-10-02
700.0,69.52,72.8,71.1,0.26959958923339844,770.1900024414062,0.0684931506849315,2026-10-02
705.0,64.62,67.9,67.08,0.25727061096191406,770.1900024414062,0.0684931506849315,2026-10-02
710.0,59.75,63.03,60.79,0.2454299090576172,770.1900024414062,0.0684931506849315,2026-10-02
715.0,54.91,58.18,50.17,0.2335892071533203,770.1900024414062,0.0684931506849315,2026-10-02
720.0,50.1,53.37,51.15,0.22220626434326168,770.1900024414062,0.0684931506849315,2026-10-02
721.0,49.14,52.42,48.06,0.22010057250976559,770.1900024414062,0.0684931506849315,2026-10-02
722.0,48.18,51.46,53.27,0.21778125976562498,770.1900024414062,0.0684931506849315,2026-10-02
724.0,46.28,49.56,52.52,0.21344780700683597,770.1900024414062,0.0684931506849315,2026-10-02
725.0,45.33,48.61,47.69,0.21125056335449216,770.1900024414062,0.0684931506849315,2026-10-02
726.0,44.39,47.66,49.14,0.20899228515624996,770.1900024414062,0.0684931506849315,2026-10-02
727.0,43.44,46.72,42.02,0.20691711059570309,770.1900024414062,0.0684931506849315,2026-10-02
728.0,42.5,45.78,47.0,0.2048419360351562,770.1900024414062,0.0684931506849315,2026-10-02
729.0,41.56,44.84,37.13,0.2026752096557617,770.1900024414062,0.0684931506849315,2026-10-02
730.0,40.63,43.91,42.21,0.20069158691406247,770.1900024414062,0.0684931506849315,2026-10-02
731.0,39.69,42.97,45.03,0.1984638259887695,770.1900024414062,0.0684931506849315,2026-10-02
732.0,38.76,42.04,41.35,0.19641916870117188,770.1900024414062,0.0684931506849315,2026-10-02
733.0,37.84,41.12,39.62,0.19446606323242188,770.1900024414062,0.0684931506849315,2026-10-02
734.0,36.91,40.19,39.4,0.19232985412597658,770.1900024414062,0.0684931506849315,2026-10-02
735.0,35.99,39.28,37.53,0.19046830047607421,770.1900024414062,0.0684931506849315,2026-10-02
736.0,35.08,38.36,36.63,0.18842364318847654,770.1900024414062,0.0684931506849315,2026-10-02
737.0,34.16,37.45,35.77,0.18647053771972655,770.1900024414062,0.0684931506849315,2026-10-02
738.0,33.25,35.44,35.43,0.16495586029052733,770.1900024414062,0.0684931506849315,2026-10-02
739.0,32.35,35.64,33.73,0.18256432678222656,770.1900024414062,0.0684931506849315,2026-10-02
740.0,31.52,34.74,33.08,0.1806417385864258,770.1900024414062,0.0684931506849315,2026-10-02
741.0,30.56,33.85,31.7,0.17881070220947265,770.1900024414062,0.0684931506849315,2026-10-02
742.0,29.67,32.96,31.22,0.17688811401367188,770.1900024414062,0.0684931506849315,2026-10-02
743.0,28.92,32.08,30.3,0.17508759490966797,770.1900024414062,0.0684931506849315,2026-10-02
744.0,27.91,31.2,29.42,0.17322604125976562,770.1900024414062,0.0684931506849315,2026-10-02
745.0,27.18,30.33,28.42,0.17142552215576173,770.1900024414062,0.0684931506849315,2026-10-02
746.0,26.3,29.47,28.18,0.16974707214355472,770.1900024414062,0.0684931506849315,2026-10-02
747.0,25.3,28.61,27.2,0.1679465530395508,770.1900024414062,0.0684931506849315,2026-10-02
748.0,25.8,27.76,27.03,0.16623758575439457,770.1900024414062,0.0684931506849315,2026-10-02
749.0,24.94,26.91,25.41,0.16443706665039062,770.1900024414062,0.0684931506849315,2026-10-02
